dia,materia,assunto,num,fonte,enunciado,A,B,C,D,E,gabarito,imagens
7,LINGUAGENS,INTERTEXTUALIDADE,5,ENEM 2019 -- HIS,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia07_image4.webp)

    A revolução estética brasiliense empurrou os designers de móveis dos
anos 1950 e início dos 1960 para o novo. induzidos a abandonar o gosto
rebuscado pelo colonial, a trocar Ouro Preto por Brasília, eles criaram
um mobiliário contemporâneo que ainda hoje vemos nas lojas e nas salas
de espera de consultórios e escritórios. Colada no uso de madeiras
nobres, como o jacarandá e a peroba, e em materiais de revestimento como
o couro e a palhinha, desenvolveu-se uma tendência feita de linhas retas
e curvas suaves, nos moldes da capital no Cerrado.

CHAVES. O Dugonivo! em: www veja abel com br Acesso em 29 jul 2010

 

Na reportagem sobre os 50 anos de Brasília, de Débora Chaves, com à
reprodução fotográfica de cadeiras e poltronas de Sérgio Rodrigues,
verifica-se que os elementos da estética brasiliense",aparecem definidos nas linhas retas dos objetos.,expressam desenho rebuscado por meio das linhas.,mostram a expressão assimétrica das linhas curvas suaves.,apontam unidade de matéria-prima utilizada em sua fabricação.,surgem na simplificação das informações visuais de cada composição,E,dia07_image4.webp
7,LINGUAGENS,INTERTEXTUALIDADE,6,ENEM 2022 -- POR,"Ora, sempre que surge uma nova técnica, ela quer demonstrar que
revogará as regras e coerções que presidiram o nascimento de todas as
outras invenções do passado. Ela se pretende orgulhosa e unica. Como se
a nova técnica carreasse com ela, automaticamente, para seus novos
usuários, uma propensão natural a fazer economia de qualquer
aprendizagem. Como se ela se preparasse para varrer tudo que a precedeu,
ao mesmo tempo transformando em analfabetos todos os que ousassem
repeli-la.

      Fui testemunha dessa mudança ao longo de toda a minha vida. Ao
passo que, na realidade, é o contrário que acontece. Cada nova técnica
exige uma longa iniciação numa nova linguagem, ainda mais longa na
medida em que nosso espírito é formatado pela utilização das linguagens
que precederam o nascimento da recém-chegada.

ECO, U.; CARRIÉRE J-C. Não contem com o fim do livro.Rio de Janeiro:
Record, 2010 (adaptado).

 

O texto revela que, quando a sociedade promove o desenvolvimento de uma
nova técnica, o que mais impacta seus usuários é a",dificuldade na apropriação da nova linguagem.,valorização da utilização da nova tecnologia.,recorrência das mudanças tecnológicas.,suplantação imediata dos conhecimentos prévios.,rapidez no aprendizado do manuseio das novas invenções.,A,
7,LINGUAGENS,INTERTEXTUALIDADE,7,ENEM 2021 -- POR,"**Descobrimento**

 

Abancado à escrivaninha em São Paulo\
Na minha casa da rua Lopes Chaves\
De supetão senti um friúme por dentro.\
Fiquei trêmulo, muito comovido\
Com o livro palerma olhando pra mim.\
Não vê que me lembrei lá no norte, meu Deus!\
\[Muito longe de mim,\
Na escuridão ativa da noite que caiu,\
Um homem pálido, magro de cabelo escorrendo\
\[nos olhos,\
Depois de fazer uma pele com a borracha do dia,\
Faz pouco se deitou, está dormindo.\
Esse homem é brasileiro que nem eu\...

ANDRADE, M. Poesias completas. Belo Horizonte: Villa Rica, 1993.

 

O poema modernista de Mário de Andrade revisita o tema do nacionalismo
de forma irônica ao",referendar estereótipos étnicos e sociais ligados ao brasileiro nortista.,idealizar a vida bucólica do norte do país como alternativa de brasilidade.,problematizar a relação entre distância geográfica e construção da nacionalidade.,questionar a participação da cultura autóctone na formação da identidade nacional.,propalar uma inquietação desfavorável quanto à aceitação das diferenças socioculturais.,C,
7,LINGUAGENS,INTERTEXTUALIDADE,8,ENEM 2014 PPL -- POR,"Aos 16 anos de idade, a judoca Wojdan Ali Seraj Shaherkani, da categoria
pesado (acima de 78 kg), fez história nos Jogos Olímpicos de Londres.
Ela se tornou a primeira mulher da Arábia Saudita a disputar uma
Olimpíada. Isso depois de superar não só o preconceito em seu país como
também o quase veto da Federação Internacional de Judô (FIJ), que não
queria permitir que a atleta competisse vestindo o *hijab*, o
tradicional véu islâmico

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia07_image6.webp)

No âmbito do esporte de alto rendimento, o uso do véu pela lutadora
saudita durante os Jogos Olímpicos de Londres 2012 representa o(a)",descumprimento da regra oficial do judô.,risco para a integridade física das atletas adversárias.,vantagem para a atleta saudita na competição de judô.,influência de aspectos culturais e religiosos no esporte.,dificuldade da mulher islâmica para vencer preconceitos.,D,dia07_image6.webp
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,1,UFMG 2008 -- FIL,"Leia este trecho:

 

""\[As\] camadas sociais elevadas, que se pretendem úteis às outras, são
de fato úteis a si mesmas, à custa das outras \[\...\] Saiba ele \[o
jovem Emílio\] que o homem é naturalmente bom \[\...\], mas veja ele
como a sociedade deprava e perverte os homens, descubra no preconceito a
fonte de todos os vícios dos homens; seja levado a estimar cada
indivíduo, mas despreze a multidão; veja que todos os homens carregam
mais ou menos a mesma máscara, mas saiba também que existem rostos mais
belos do que a máscara que os cobre."" 

ROUSSEAU, Jean-Jacques. Emílio ou Da educação. São Paulo: Martins
Fontes, 1985. p. 311. 

 

A partir dessa leitura e considerando-se outros conhecimentos sobre o
assunto, é **CORRETO** afirmar que o autor",compreende que os preconceitos do homem são inatos e responsáveis pelos infortúnios sociais e pelas máscaras de que este se reveste.,"considera a sociedade responsável pela corrupção do homem, pois cria uma ordem em que uns vivem às custas dos outros e gera vícios.","deseja que seu discípulo seja como os homens do seu tempo e, abraçando as máscaras e os preconceitos, contribua para a coesão da sociedade.","faz uma defesa do homem e da sociedade do seu tempo, em que, graças à Revolução Francesa, se promoveu uma igualdade social ímpar.",,B,
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,2,ENEM 2020 -- FIL,"Na Grécia, o conceito de povo abrange tão somente aqueles indivíduos
considerados cidadãos. Assim é possível perceber que o conceito de povo
era muito restritivo. Mesmo tendo isso em conta, a forma democrática
vivenciada e experimentada pelos gregos atenienses nos séculos IV
e V a.C. pode ser caracterizada, fundamentalmente, como direta.

MANDUCO, A Ciência política São Paulo Saraiva. 2011.

Naquele contexto, a emergência do sistema de governo mencionado no
excerto promoveu o(a)",competição para a escolha de representantes.,campanha pela revitalização das oligarquias.,estabelecimento de mandatos temporários.,declínio da sociedade civil organizada.,participação no exercício do poder.,E,
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,3,ENEM 2019 PPL -- FIL,"Vimos que o homem sem lei é injusto e o respeitador da lei é justo;
evidentemente todos os atos legítimos são, em certo sentido, atos
justos, porque os atos prescritos pela arte do legislador são legítimos
e cada um deles é justo. Ora, nas disposições que tomam sobre todos os
assuntos, as leis têm em mira a vantagem comum, quer de todos, quer dos
melhores ou daqueles que detêm o poder ou algo desse gênero; de modo
que, em certo sentido, chamamos justos aqueles atos que tendem a
produzir e a preservar, para a sociedade política, a felicidade e os
elementos que a compõem.

 

De acordo com o texto de Aristóteles, o legislador deve agir conforme a",moral e a vida privada.,virtude e os interesses públicos.,utilidade e os critérios pragmáticos.,lógica e os princípios metafísicos.,razão e as verdades transcendentes.,B,
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,4,ENEM 2016 PPL -- FIL,"A importância do argumento de Hobbes está em parte no fato de que ele se
ampara em suposições bastante plausíveis sobre as condições normais da
vida humana. Para exemplificar: o argumento não supõe que todos sejam de
fato movidos por orgulho e vaidade para buscar o domínio sobre os
outros; essa seria um suposição discutível que possibilitaria a
conclusão pretendida por Hobbes, mas de modo fácil demais. O que torna o
argumento assustador e lhe atribui importância e força dramática é que
ele acredita que pessoas normais, até mesmo as mais agradáveis, podem
ser inadvertidamente lançadas nesse tipo de situação, que resvalará,
então, em um estado de guerra.

RAWLS, J. Conferências sobre a história da filosofia política.

São Paulo: WMF, 2012 (adaptado).

 

O texto apresenta uma concepção de filosofia política conhecida como",alienação ideológica.,microfísica do poder.,estado de natureza.,contrato social.,vontade geral.,C,
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,5,UNESP 2021 -- FIL,"Aquele que ousa empreender a instituição de um povo deve sentir-se com
capacidade para, por assim dizer, mudar a natureza humana, transformar
cada indivíduo, que por si mesmo é um todo perfeito e solitário, em
parte de um todo maior, do qual de certo modo esse indivíduo recebe sua
vida e seu ser; alterar a constituição do homem para fortificá-la;
substituir a existência física e independente, que todos nós recebemos
da natureza, por uma existência parcial e moral. Em uma palavra, é
preciso que destitua o homem de suas próprias forças para lhe dar outras
\[...\] das quais não possa fazer uso sem socorro alheio.

(Jean-Jacques Rousseau. Do contrato social, 1978.)

De acordo com a teoria contratualista de Rousseau, é necessário superar
a natureza humana para",assegurar a integridade do soberano.,conservar as desigualdades sociais.,evitar a guerra de todos contra todos.,promover a efetivação da vontade geral.,garantir a preservação da vida.,D,
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,6,ENEM 2021 PPL -- FIL,"Subjaz na propaganda tanto política quanto comercial a ideia de que as
massas podem ser conquistadas, dominadas e conduzidas, e, por isso, toda
e qualquer propaganda tem um traço de coerção. Nesse sentido, a filósofa
Hanna Arendt diz que ""não apenas a propaganda política, mas toda a
moderna publicidade de massa contém um elemento de coerção\"". 

AGUIAR, O. A. Veracidade e propaganda em Hannah Arendt. In: **Cadernos
de Ética e Filosofia Política 10**. São Paulo: EdUSP, 2007 (adaptado).

À luz do texto, qual a implicação da publicidade de massa para a
democracia contemporânea?",O fortalecimento da sociedade civil.,A transparência política das ações do Estado.,A dissociação entre os domínios retóricos e a política.,O combate às práticas de distorção de informações.,O declínio do debate político na esfera pública.,E,
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,7,ENEM 2018 -- FIL,"**TEXTO I**

  Tudo aquilo que é válido para um tempo de guerra, em que todo homem é
inimigo de todo homem, é válido também para o tempo durante o qual os
homens vivem sem outra segurança senão a que lhes pode ser oferecida por
sua própria força e invenção.

HOBBES, T. Leviatã. São Paulo: Abril Cultural, 1983.

 

**TEXTO II**

  Não vamos concluir, com Hobbes que, por não ter nenhuma ideia de
bondade, o homem seja naturalmente mau. Esse autor deveria dizer que,
sendo o estado de natureza aquele em que o cuidado de nossa conservação
é menos prejudicial à dos outros, esse estado era, por conseguinte, o
mais próprio à paz e o mais conveniente ao gênero humano.

ROUSSEAU, J.-J. Discurso sobre a origem e o fundamento da desigualdade
entre os homens.

 

Os trechos apresentam divergências conceituais entre autores que
sustentam um entendimento segundo o qual a igualdade entre os homens se
dá em razão de uma",predisposição ao conhecimento.,submissão ao transcendente.,tradição epistemológica.,condição original.,vocação política.,D,
7,FILOSOFIA,FILÓSOFOS CONTRATUALISTAS,8,ENEM 2011 -- FIL,"O acidente nuclear de Chernobyl revela brutalmente os limites dos
poderes técnico-científicos da humanidade e as ""marchas-à-ré"" que a
""natureza"" nos pode reservar. É evidente que uma gestão mais coletiva se
impõe para orientar as ciências e as técnicas em direção a finalidades
mais humanas.

GUATTARI, F. As três ecologias. São Paulo: Papirus, 1995 (adaptado).

O texto trata do aparato técnico-científico e suas consequências para a
humanidade, propondo que esse desenvolvimento",defina seus projetos a partir dos interesses coletivos.,"guie-se por interesses econômicos, prescritos pela lógica do mercado.","priorize a evolução da tecnologia, se apropriando da natureza.",promova a separação entre natureza e sociedade tecnológica.,"tenha gestão própria, com o objetivo de melhor apropriação da natureza.",A,
8,MATEMÁTICA,MATEMÁTICA COMERCIAL,1,ENEM 2022 -- MAT,"Em uma loja, o preço promocional de uma geladeira é de R\$ 1 000,00
para pagamento somente em dinheiro. Seu preço normal, fora da promoção,
é 10% maior. Para pagamento feito com o cartão de crédito da loja, é
dado um desconto de 2% sobre o preço normal.

    Uma cliente decidiu comprar essa geladeira, optando pelo pagamento
com o cartão de crédito da loja. Ela calculou que o valor a ser pago
seria o preço promocional acrescido de 8%. Ao ser informada pela loja do
valor a pagar, segundo sua opção, percebeu uma diferença entre seu
cálculo e o valor que lhe foi apresentado.

 

O valor apresentado pela loja, comparado ao valor calculado pela
cliente, foi","R\$2,00 menor.","R\$ 100,00 menor.","R\$ 200,00 menor.","42,00 maior.","80,00 maior.",A,
8,MATEMÁTICA,MATEMÁTICA COMERCIAL,2,ENEM 2016 -- MAT,"A fim de acompanhar o crescimento de crianças,foram criadas pela
Organização Mundial da Saúde (OMS) tabelas de altura, também adotadas
pelo Ministério da Saúde do Brasil. Além de informar os dados referentes
ao índice de crescimento, a tabela traz gráficos com curvas,
apresentando padrões de crescimento estipulados pela OMS.

O gráfico apresenta o crescimento de meninas cuja análise se dá pelo
ponto de intersecção entre o comprimento, em centímetro, e a idade, em
mês completo e ano, da criança.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia08_image5.webp)

Uma menina aos 3 anos de idade tinha altura de 85 centímetros e aos 4
anos e 4 meses sua altura chegoua um valor que corresponde a um ponto
exatamente sobre a curva p50.

Qual foi o aumento percentual da altura dessa menina, descrito com uma
casa decimal, no período considerado?","23,5%","21,2%","19,0%","11,8%","10,0%",A,dia08_image5.webp
